label,path,segment,offset_used,duration_s,n_imu,pitch_mean_deg,pitch_std_deg,pitch_absmax_deg,pitch_rms_deg,zero_cross_hz,steady_mean_deg,steady_std_deg,pwm_std,pwm_sat_pct
kp=25/kd=2.0/ki=0.3,results/rosbag/kp25_kd20_ki03_run1,0,10.079876422882078,3.614065408706665,1086,10.999393569391296,4.380428376230559,29.919955730438225,4.475898182712643,1.1067868307982411,1.282041214844761,5.65083096977736,79.2496284470665,13.27188940092166
kp=25/kd=2.0/ki=0.0,results/rosbag/kp25_kd20_ki0_run2,0,10.526400566101074,2.8680672645568848,862,11.431036288666338,4.581494503901435,28.959740638732924,4.669952642138916,1.3946674296768973,1.4567510657717946,6.036533909507274,91.09719145608267,11.846689895470384
kp=25/kd=2.0/ki=0.0,results/rosbag/kp25_kd20_ki0_run1,0,12.443017959594727,4.987987279891968,1508,11.826430547142534,4.631724010843759,28.718053817749023,4.67258465410966,1.2028899961689459,-1.7329872116169815,6.076056447814788,85.97526572280626,6.23755806237558
kp=25/kd=2.0/ki=0.3,results/rosbag/kp25_kd20_ki03_run2,0,10.173332691192625,2.7320358753204346,820,10.85722555067481,4.843399962453336,29.7729754447937,4.89144484171535,1.4641096173493142,2.0719801178813864,6.192416815923727,82.91809261047366,14.407814407814406
kp=25/kd=2.0/ki=0.3,results/rosbag/kp25_kd20_ki03_run3,0,9.633035182952877,3.16607928276062,952,10.199666253658904,4.8826060357390215,29.211817264556874,4.915375109849154,2.526784481854323,1.3441560933175112,6.201365969050933,97.6618236132732,14.616193480546794
kp=25/kd=2.0/ki=0.0,results/rosbag/kp25_kd20_ki0_run3,0,12.109039783477783,3.2880330085754395,990,11.277870389186974,5.24677002790827,29.798549175262437,5.312197124332107,1.2165327992656085,-1.1772219956523244,6.727800359102077,99.93305126385653,8.796764408493427
